"prompt","query"
"Show 10 genes with disease connections overall direct/indirect and score > 0.5.","MATCH (g:Gene)-[r:AssociationByOverallDirectIndirect]-(d:Disease) WHERE r.score > 0.5 RETURN g, d, r LIMIT 10"
"Provide me 10 genes linked overall direct/indirect to diseases with score > 0.5.","MATCH (g:Gene)-[r:AssociationByOverallDirectIndirect]-(d:Disease) WHERE r.score > 0.5 RETURN g, d, r LIMIT 10"
"List the top 10 gene-disease associations overall direct/indirect with score > 0.5.","MATCH (g:Gene)-[r:AssociationByOverallDirectIndirect]-(d:Disease) WHERE r.score > 0.5 RETURN g, d, r LIMIT 10"
"Give me the top 10 gene-disease pairs overall direct/indirect with score > 0.5.","MATCH (g:Gene)-[r:AssociationByOverallDirectIndirect]-(d:Disease) WHERE r.score > 0.5 RETURN g, d, r LIMIT 10"
"Retrieve a list of 10 genes associated overall direct/indirect with diseases and score > 0.5.","MATCH (g:Gene)-[r:AssociationByOverallDirectIndirect]-(d:Disease) WHERE r.score > 0.5 RETURN g, d, r LIMIT 10"
"Query for 10 genes linked overall direct/indirect to diseases with score > 0.5.","MATCH (g:Gene)-[r:AssociationByOverallDirectIndirect]-(d:Disease) WHERE r.score > 0.5 RETURN g, d, r LIMIT 10"
"Fetch 10 genes and their corresponding disease data from overall direct/indirect associations with score > 0.5.","MATCH (g:Gene)-[r:AssociationByOverallDirectIndirect]-(d:Disease) WHERE r.score > 0.5 RETURN g, d, r LIMIT 10"
"Display 10 associations between genes and diseases overall direct/indirect with score > 0.5.","MATCH (g:Gene)-[r:AssociationByOverallDirectIndirect]-(d:Disease) WHERE r.score > 0.5 RETURN g, d, r LIMIT 10"
"Get me 10 gene-disease associations overall direct/indirect with score > 0.5.","MATCH (g:Gene)-[r:AssociationByOverallDirectIndirect]-(d:Disease) WHERE r.score > 0.5 RETURN g, d, r LIMIT 10"
"Provide a list of 10 genes with disease connections overall direct/indirect and score > 0.5.","MATCH (g:Gene)-[r:AssociationByOverallDirectIndirect]-(d:Disease) WHERE r.score > 0.5 RETURN g, d, r LIMIT 10"
"Find 10 genes connected overall direct/indirect to diseases with score > 0.5.","MATCH (g:Gene)-[r:AssociationByOverallDirectIndirect]-(d:Disease) WHERE r.score > 0.5 RETURN g, d, r LIMIT 10"
"Retrieve 10 gene associations with diseases overall direct/indirect and score > 0.5.","MATCH (g:Gene)-[r:AssociationByOverallDirectIndirect]-(d:Disease) WHERE r.score > 0.5 RETURN g, d, r LIMIT 10"
